modelo;serial;estado;tipo_item_id
Modem Huawei E32724G;862600020592766;USADO;4
Modem Huawei E32724G;862600020614909;USADO;4
Modem Huawei E32724G;862600020615039;USADO;4
Modem Huawei E32724G;862600020614842;USADO;4
Modem Huawei E32724G;862600020592741;USADO;4
Modem Huawei E32724G;862600020592758;USADO;4
Modem Huawei E32724G;862600020617092;USADO;4
Modem Huawei E32724G;862600020616987;USADO;4
Modem Huawei E32724G;862600020594424;USADO;4
Modem Huawei E32724G;862600020617019;USADO;4
Modem Huawei E32724G;862600020594150;USADO;4
Modem Huawei E32724G;862600020594218;USADO;4
Modem Huawei E32724G;862600020594184;USADO;4
Modem Huawei E32724G;862600020592501;USADO;4
Modem Huawei E32724G;862600020616979;USADO;4
Modem Huawei E32724G;862600020594622;USADO;4
Modem Huawei E32724G;862600020616607;USADO;4
Modem Huawei E32724G;862600020592717;USADO;4
Modem Huawei E32724G;862600020594176;USADO;4
Modem Huawei E32724G;862600020624528;USADO;4
Modem Huawei E32724G;862600020598474;USADO;4
Modem Huawei E32724G;862600020598342;USADO;4
Modem Huawei E32724G;862600020623405;USADO;4
Modem Huawei E32724G;862600020599209;USADO;4
Modem Huawei E32724G;862600020626432;USADO;4
Modem Huawei E32724G;862600020603365;USADO;4
Modem Huawei E32724G;862600020599191;USADO;4
Modem Huawei E32724G;862600020626358;USADO;4
Modem Huawei E32724G;862600020599084;USADO;4
Modem Huawei E32724G;862600020598367;USADO;4
Modem Huawei E32724G;862600020624205;USADO;4
Modem Huawei E32724G;862600020624197;USADO;4
Modem Huawei E32724G;862600020623439;USADO;4
Modem Huawei E32724G;862600020624478;USADO;4
Modem Huawei E32724G;862600020598458;USADO;4
Modem Huawei E32724G;862600020623520;USADO;4
Modem Huawei E32724G;862600020598334;USADO;4
Modem Huawei E32724G;862600020599258;USADO;4
Modem Huawei E32724G;862600020623470;USADO;4
Modem Huawei E32724G;862600020624569;USADO;4
Modem Huawei E32724G;862600020623538;USADO;4
Modem Huawei E32724G;862600020624510;USADO;4
Modem Huawei E32724G;862600020598441;USADO;4
Modem Huawei E32724G;862600020624221;USADO;4
Modem Huawei E32724G;862600020623595;USADO;4
Modem Huawei E32724G;862600020623496;USADO;4
Modem Huawei E32724G;862600020624049;USADO;4
Modem Huawei E32724G;862600020598409;USADO;4
Modem Huawei E32724G;862600020623421;USADO;4
Modem Huawei E32724G;862600020603761;USADO;4
Modem Huawei E32724G;862600020626184;USADO;4
Modem Huawei E32724G;862600020626291;USADO;4
Modem Huawei E32724G;862600020626564;USADO;4
Modem Huawei E32724G;862600020603886;USADO;4
Modem Huawei E32724G;862600020626507;USADO;4
Modem Huawei E32724G;862600020626333;USADO;4
Modem Huawei E32724G;862600020603688;USADO;4
Modem Huawei E32724G;862600020626390;USADO;4
Modem Huawei E32724G;862600020626317;USADO;4
Modem Huawei E32724G;862600020623975;USADO;4
Modem Huawei E32724G;862600020623876;USADO;4
Modem Huawei E32724G;862600020624114;USADO;4
Modem Huawei E32724G;862600020623686;USADO;4
Modem Huawei E32724G;862600020623892;USADO;4
Modem Huawei E32724G;862600020598391;USADO;4
Modem Huawei E32724G;862600020623926;USADO;4
Modem Huawei E32724G;862600020623801;USADO;4
Modem Huawei E32724G;862600020623736;USADO;4
Modem Huawei E32724G;862600020626523;USADO;4
Modem Huawei E32724G;862600020624775;USADO;4
Modem Huawei E32724G;862600020624627;USADO;4
Modem Huawei E32724G;862600020596767;USADO;4
Modem Huawei E32724G;862600020626093;USADO;4
Modem Huawei E32724G;862600020626135;USADO;4
Modem Huawei E32724G;862600020625848;USADO;4
Modem Huawei E32724G;862600020626168;USADO;4
Modem Huawei E32724G;862600020596643;USADO;4
Modem Huawei E32724G;862600020609149;USADO;4
Modem Huawei E32724G;862600020626143;USADO;4
Modem Huawei E32724G;862600020623173;USADO;4
Modem Huawei E32724G;862600020597351;USADO;4
Modem Huawei E32724G;862600020597419;USADO;4
Modem Huawei E32724G;862600020597138;USADO;4
Modem Huawei E32724G;862600020597153;USADO;4
Modem Huawei E32724G;862600020625855;USADO;4
Modem Huawei E32724G;862600020623231;USADO;4
Modem Huawei E32724G;862600020597435;USADO;4
Modem Huawei E32724G;862600020626010;USADO;4
Modem Huawei E32724G;862600020597179;USADO;4
Modem Huawei E32724G;862600020596866;USADO;4
Modem Huawei E32724G;862600020597286;USADO;4
Modem Huawei E32724G;862600020597195;USADO;4
Modem Huawei E32724G;862600020625889;USADO;4
Modem Huawei E32724G;862600020596833;USADO;4
Modem Huawei E32724G;862600020625970;USADO;4
Modem Huawei E32724G;862600020622159;USADO;4
Modem Huawei E32724G;862600020620278;USADO;4
Modem Huawei E32724G;862600020596726;USADO;4
Modem Huawei E32724G;862600020596932;USADO;4
Modem Huawei E32724G;862600020622019;USADO;4
Modem Huawei E32724G;862600020622043;USADO;4
Modem Huawei E32724G;862600020624643;USADO;4
Modem Huawei E32724G;862600020596569;USADO;4
Modem Huawei E32724G;862600020597278;USADO;4
Modem Huawei E32724G;862600020596494;USADO;4
Modem Huawei E32724G;862600020620237;USADO;4
Modem Huawei E32724G;862600020622035;USADO;4
Modem Huawei E32724G;862600020624585;USADO;4
Modem Huawei E32724G;862600020622118;USADO;4
Modem Huawei E32724G;862600020596338;USADO;4
Modem Huawei E32724G;862600020621581;USADO;4
Modem Huawei E32724G;862600020623819;USADO;4
Modem Huawei E32724G;862600020622910;USADO;4
Modem Huawei E32724G;862600020597930;USADO;4
Modem Huawei E32724G;862600020625475;USADO;4
Modem Huawei E32724G;862600020597971;USADO;4
Modem Huawei E32724G;862600020597633;USADO;4
Modem Huawei E32724G;862600020603282;USADO;4
Modem Huawei E32724G;862600020597674;USADO;4
